M,theta_idx,theta_val,mu_kernel,method,trial,S_approx,S_ref,abs_err,rel_err,N_terms
384,0,0.7853981633974483,jackson,sequential,2,0.3534574919473554,0.353457491956862,9.506673226411522e-12,2.6896227814494223e-11,147456
384,0,0.7853981633974483,jackson,kahan,2,0.3534574919473948,0.353457491956862,9.467260309037329e-12,2.678472100456359e-11,147456
384,0,0.7853981633974483,jackson,sequential,3,0.3534574919463137,0.353457491956862,1.0548284468114844e-11,2.9843148633562465e-11,147456
384,0,0.7853981633974483,jackson,kahan,3,0.3534574919466768,0.353457491956862,1.0185186027911186e-11,2.881587251559586e-11,147456
384,0,0.7853981633974483,jackson,sequential,4,0.3534574919532238,0.353457491956862,3.638200851696638e-12,1.0293177919512496e-11,147456
384,0,0.7853981633974483,jackson,kahan,4,0.3534574919533931,0.353457491956862,3.4688918404413016e-12,9.814169792345679e-12,147456
384,0,0.7853981633974483,jackson,sequential,5,0.3534574919638343,0.353457491956862,6.9723116169484456e-12,1.97260258322644e-11,147456
384,0,0.7853981633974483,jackson,kahan,5,0.3534574919638854,0.353457491956862,7.023381876081203e-12,1.9870513529639304e-11,147456
384,0,0.7853981633974483,jackson,sequential,6,0.3534574919651955,0.353457491956862,8.333500556290119e-12,2.3577094122840625e-11,147456
384,0,0.7853981633974483,jackson,kahan,6,0.3534574919651179,0.353457491956862,8.255840455717589e-12,2.335737859172378e-11,147456
384,0,0.7853981633974483,jackson,sequential,7,0.3534574919509066,0.353457491956862,5.9554028375430335e-12,1.6848993084209018e-11,147456
384,0,0.7853981633974483,jackson,kahan,7,0.3534574919508925,0.353457491956862,5.969558181107004e-12,1.6889041304677065e-11,147456
384,0,0.7853981633974483,jackson,sequential,8,0.3534574919562123,0.353457491956862,6.497025140106416e-13,1.838134793560791e-12,147456
384,0,0.7853981633974483,jackson,kahan,8,0.3534574919563837,0.353457491956862,4.783395901597487e-13,1.3533157481299845e-12,147456
384,0,0.7853981633974483,jackson,sequential,9,0.3534574919633149,0.353457491956862,6.452838263726335e-12,1.8256334667009618e-11,147456
384,0,0.7853981633974483,jackson,kahan,9,0.3534574919636777,0.353457491956862,6.815659148173836e-12,1.928282552575136e-11,147456
384,0,0.7853981633974483,lorentz,sequential,0,0.3534139641596482,0.3534139641452786,1.43696166077234e-11,4.0659447745580456e-11,147456
384,0,0.7853981633974483,lorentz,kahan,0,0.3534139641596359,0.3534139641452786,1.4357348643301292e-11,4.062473501301547e-11,147456
384,0,0.7853981633974483,lorentz,sequential,1,0.3534139641569889,0.3534139641452786,1.1710299396838764e-11,3.313479540956958e-11,147456
384,0,0.7853981633974483,lorentz,kahan,1,0.3534139641569856,0.3534139641452786,1.170702423891612e-11,3.312552820947304e-11,147456
384,0,0.7853981633974483,lorentz,sequential,2,0.3534139641358959,0.3534139641452786,9.382661314560892e-12,2.6548643422318034e-11,147456
384,0,0.7853981633974483,lorentz,kahan,2,0.3534139641357827,0.3534139641452786,9.495848551921426e-12,2.6868911574806785e-11,147456
384,0,0.7853981633974483,lorentz,sequential,3,0.3534139641350773,0.3534139641452786,1.0201284261768252e-11,2.8864972232887744e-11,147456
384,0,0.7853981633974483,lorentz,kahan,3,0.3534139641350704,0.3534139641452786,1.0208167644520928e-11,2.888444906020928e-11,147456
384,0,0.7853981633974483,lorentz,sequential,4,0.3534139641417401,0.3534139641452786,3.538447312934068e-12,1.001218874158439e-11,147456
384,0,0.7853981633974483,lorentz,kahan,4,0.3534139641416832,0.3534139641452786,3.5954017540973378e-12,1.0173343780551268e-11,147456
384,0,0.7853981633974483,lorentz,sequential,5,0.353413964152614,0.3534139641452786,7.335410057152103e-12,2.07558580060428e-11,147456
384,0,0.7853981633974483,lorentz,kahan,5,0.3534139641525631,0.3534139641452786,7.28450633147304e-12,2.0611823726576298e-11,147456
384,0,0.7853981633974483,lorentz,sequential,6,0.353413964153261,0.3534139641452786,7.982392524752413e-12,2.2586522703078804e-11,147456
384,0,0.7853981633974483,lorentz,kahan,6,0.3534139641533336,0.3534139641452786,8.05505662171413e-12,2.279212888827144e-11,147456
384,0,0.7853981633974483,lorentz,sequential,7,0.3534139641392222,0.3534139641452786,6.056322110481459e-12,1.7136623690375393e-11,147456
384,0,0.7853981633974483,lorentz,kahan,7,0.3534139641391338,0.3534139641452786,6.144806885544085e-12,1.7386995164169933e-11,147456
384,0,0.7853981633974483,lorentz,sequential,8,0.3534139641448284,0.3534139641452786,4.501399253342697e-13,1.273690264115398e-12,147456
384,0,0.7853981633974483,lorentz,kahan,8,0.3534139641447648,0.3534139641452786,5.137557046452912e-13,1.4536938456514994e-12,147456
384,0,0.7853981633974483,lorentz,sequential,9,0.3534139641519785,0.3534139641452786,6.699973909007895e-12,1.8957864116126784e-11,147456
384,0,0.7853981633974483,lorentz,kahan,9,0.3534139641519256,0.3534139641452786,6.647016270733275e-12,1.8808018202701443e-11,147456
512,0,0.7853981633974483,clean,sequential,0,-3.572836599956415e-11,-3.830125464456114e-11,2.572888644996988e-12,0.0671750486733035,262144
512,0,0.7853981633974483,clean,kahan,0,-3.2317760867915656e-11,-3.830125464456114e-11,5.983493776645475e-12,0.156221873987492,262144
512,0,0.7853981633974483,clean,sequential,1,-6.602935241305505e-11,-3.830125464456114e-11,2.772809776849391e-11,0.7239475057883348,262144
512,0,0.7853981633974483,clean,kahan,1,-5.915129873089723e-11,-3.830125464456114e-11,2.085004408633609e-11,0.5443697414047203,262144
512,0,0.7853981633974483,clean,sequential,2,-1.0288307722489008e-11,-3.830125464456114e-11,2.801294692207213e-11,0.7313845768770406,262144
512,0,0.7853981633974483,clean,kahan,2,-1.0913585329957891e-11,-3.830125464456114e-11,2.7387669314603244e-11,0.7150593255694394,262144
512,0,0.7853981633974483,clean,sequential,3,-2.1022396375804117e-11,-3.830125464456114e-11,1.7278858268757024e-11,0.4511303462277223,262144
512,0,0.7853981633974483,clean,kahan,3,-2.3125602873654013e-11,-3.830125464456114e-11,1.5175651770907124e-11,0.3962181372839727,262144
512,0,0.7853981633974483,clean,sequential,4,-7.53754684679913e-11,-3.830125464456114e-11,3.707421382343016e-11,0.9679634301142868,262144
512,0,0.7853981633974483,clean,kahan,4,-7.47501908605225e-11,-3.830125464456114e-11,3.6448936215961355e-11,0.951638178806688,262144
512,0,0.7853981633974483,clean,sequential,5,-2.676293762641378e-11,-3.830125464456114e-11,1.1538317018147358e-11,0.3012516724379895,262144
512,0,0.7853981633974483,clean,kahan,5,-2.647872053210974e-11,-3.830125464456114e-11,1.1822534112451398e-11,0.3086722412141719,262144
512,0,0.7853981633974483,clean,sequential,6,-3.181589490273732e-11,-3.830125464456114e-11,6.485359741823817e-12,0.1693249947556157,262144
512,0,0.7853981633974483,clean,kahan,6,-2.9655844986026544e-11,-3.830125464456114e-11,8.645409658534593e-12,0.2257213174546035,262144
512,0,0.7853981633974483,clean,sequential,7,-5.843451550674404e-11,-3.830125464456114e-11,2.0133260862182903e-11,0.5256553877678749,262144
512,0,0.7853981633974483,clean,kahan,7,-6.110615619320206e-11,-3.830125464456114e-11,2.280490154864092e-11,0.5954087342639901,262144
512,0,0.7853981633974483,clean,sequential,8,-2.9244390125307466e-11,-3.830125464456114e-11,9.056864519253672e-12,0.2364639123000574,262144
512,0,0.7853981633974483,clean,kahan,8,-2.8675955936699396e-11,-3.830125464456114e-11,9.625298707861738e-12,0.2513050498524218,262144
512,0,0.7853981633974483,clean,sequential,9,-1.6698214650630156e-12,-3.830125464456114e-11,3.6631433179498116e-11,0.956402956494269,262144
512,0,0.7853981633974483,clean,kahan,9,-4.909896340129072e-12,-3.830125464456114e-11,3.3391358304432065e-11,0.8718084724457901,262144
512,0,0.7853981633974483,jackson,sequential,0,0.3534996232608535,0.3534996232561985,4.654998608799588e-12,1.316832693036813e-11,262144
512,0,0.7853981633974483,jackson,kahan,0,0.3534996232607163,0.3534996232561985,4.517775042955918e-12,1.2780141040438013e-11,262144
512,0,0.7853981633974483,jackson,sequential,1,0.3534996232342459,0.3534996232561985,2.1952606399366917e-11,6.21007915005804e-11,262144
512,0,0.7853981633974483,jackson,kahan,1,0.3534996232350186,0.3534996232561985,2.117994668537904e-11,5.991504740594557e-11,262144
512,0,0.7853981633974483,jackson,sequential,2,0.3534996232851959,0.3534996232561985,2.8997360068672148e-11,8.202939454805681e-11,262144
512,0,0.7853981633974483,jackson,kahan,2,0.3534996232847736,0.3534996232561985,2.8575086741255973e-11,8.083484355101051e-11,262144
512,0,0.7853981633974483,jackson,sequential,3,0.3534996232666027,0.3534996232561985,1.0404177519518498e-11,2.9431933826922584e-11,262144
512,0,0.7853981633974483,jackson,kahan,3,0.3534996232671906,0.3534996232561985,1.099204061105752e-11,3.109491464179312e-11,262144
512,0,0.7853981633974483,jackson,sequential,4,0.3534996232204997,0.3534996232561985,3.569877726761206e-11,1.0098674770507293e-10,262144
512,0,0.7853981633974483,jackson,kahan,4,0.3534996232200623,0.3534996232561985,3.6136260650465595e-11,1.0222432577891568e-10,262144
512,0,0.7853981633974483,jackson,sequential,5,0.3534996232730714,0.3534996232561985,1.6872891972496973e-11,4.773100411557825e-11,262144
512,0,0.7853981633974483,jackson,kahan,5,0.353499623273253,0.3534996232561985,1.705452445932565e-11,4.824481650710388e-11,262144
512,0,0.7853981633974483,jackson,sequential,6,0.3534996232652619,0.3534996232561985,9.063416683829928e-12,2.5639112710627203e-11,262144
512,0,0.7853981633974483,jackson,kahan,6,0.3534996232645307,0.3534996232561985,8.332168288660569e-12,2.3570515328730173e-11,262144
512,0,0.7853981633974483,jackson,sequential,7,0.3534996232299132,0.3534996232561985,2.628536277526905e-11,7.435754112874614e-11,262144
512,0,0.7853981633974483,jackson,kahan,7,0.3534996232296533,0.3534996232561985,2.65452659853338e-11,7.509277022933385e-11,262144
512,0,0.7853981633974483,jackson,sequential,8,0.353499623258788,0.3534996232561985,2.589484182635715e-12,7.325281308034065e-12,262144
512,0,0.7853981633974483,jackson,kahan,8,0.3534996232584501,0.3534996232561985,2.2515878050910487e-12,6.369420664019244e-12,262144
512,0,0.7853981633974483,jackson,sequential,9,0.3534996232821478,0.3534996232561985,2.5949242754563784e-11,7.340670554479515e-11,262144
512,0,0.7853981633974483,jackson,kahan,9,0.3534996232816734,0.3534996232561985,2.547484445614145e-11,7.206470044150113e-11,262144
512,0,0.7853981633974483,lorentz,sequential,0,0.3534745047789416,0.353474504774854,4.0876191320649005e-12,1.156411304591406e-11,262144
512,0,0.7853981633974483,lorentz,kahan,0,0.3534745047789863,0.353474504774854,4.132305608806064e-12,1.169053369616612e-11,262144
512,0,0.7853981633974483,lorentz,sequential,1,0.3534745047530599,0.353474504774854,2.1794122062601676e-11,6.165684304864776e-11,262144
512,0,0.7853981633974483,lorentz,kahan,1,0.3534745047532465,0.353474504774854,2.1607549083313412e-11,6.112901720330967e-11,262144
512,0,0.7853981633974483,lorentz,sequential,2,0.3534745048029836,0.353474504774854,2.8129554241473894e-11,7.958015036866959e-11,262144
512,0,0.7853981633974483,lorentz,kahan,2,0.3534745048031962,0.353474504774854,2.8342217461840846e-11,8.018178702844057e-11,262144
512,0,0.7853981633974483,lorentz,sequential,3,0.353474504786245,0.353474504774854,1.1390943743805336e-11,3.222564453710972e-11,262144
512,0,0.7853981633974483,lorentz,kahan,3,0.3534745047862411,0.353474504774854,1.138705796321915e-11,3.2214651437087794e-11,262144
512,0,0.7853981633974483,lorentz,sequential,4,0.3534745047384734,0.353474504774854,3.63806207381856e-11,1.0292289895521112e-10,262144
512,0,0.7853981633974483,lorentz,kahan,4,0.3534745047385617,0.353474504774854,3.629230249657667e-11,1.0267304149614152e-10,262144
512,0,0.7853981633974483,lorentz,sequential,5,0.3534745047925174,0.353474504774854,1.7663370766030084e-11,4.997070659249042e-11,262144
512,0,0.7853981633974483,lorentz,kahan,5,0.3534745047926045,0.353474504774854,1.7750467762311928e-11,5.021710907726742e-11,262144
512,0,0.7853981633974483,lorentz,sequential,6,0.3534745047831279,0.353474504774854,8.273881579867748e-12,2.3407293788098818e-11,262144
512,0,0.7853981633974483,lorentz,kahan,6,0.353474504782951,0.353474504774854,8.096967540893729e-12,2.290679364852948e-11,262144
512,0,0.7853981633974483,lorentz,sequential,7,0.3534745047482149,0.353474504774854,2.6639135342065856e-11,7.536366833311976e-11,262144
512,0,0.7853981633974483,lorentz,kahan,7,0.3534745047483609,0.353474504774854,2.6493141014327648e-11,7.495064186086767e-11,262144
512,0,0.7853981633974483,lorentz,sequential,8,0.353474504777385,0.353474504774854,2.5309754292379694e-12,7.160277177133545e-12,262144
512,0,0.7853981633974483,lorentz,kahan,8,0.3534745047776204,0.353474504774854,2.7663427104585026e-12,7.826144949889746e-12,262144
512,0,0.7853981633974483,lorentz,sequential,9,0.3534745048004361,0.353474504774854,2.558203648916901e-11,7.237307399429987e-11,262144
512,0,0.7853981633974483,lorentz,kahan,9,0.3534745048005764,0.353474504774854,2.5722424190632864e-11,7.277023899366318e-11,262144
768,0,0.7853981633974483,clean,sequential,0,-7.364975155709534e-11,-1.5569309896326348e-10,8.204334740616813e-11,0.5269555808991035,589824
768,0,0.7853981633974483,clean,kahan,0,-8.43363143029272e-11,-1.5569309896326348e-10,7.135678466033627e-11,0.4583169397711921,589824
768,0,0.7853981633974483,clean,sequential,1,-1.5669630485226055e-10,-1.5569309896326348e-10,1.0032058889970654e-12,0.0064434833379081,589824
768,0,0.7853981633974483,clean,kahan,1,-1.5817423374264122e-10,-1.5569309896326348e-10,2.4811347793777378e-12,0.0159360613662341,589824
768,0,0.7853981633974483,clean,sequential,2,-8.294278312929563e-11,-1.5569309896326348e-10,7.275031583396785e-11,0.4672674403579932,589824
768,0,0.7853981633974483,clean,kahan,2,-8.430702518195497e-11,-1.5569309896326348e-10,7.13860737813085e-11,0.4585050606395366,589824
768,0,0.7853981633974483,clean,sequential,3,-9.718692245683564e-11,-1.5569309896326348e-10,5.850617650642783e-11,0.3757788681451618,589824
768,0,0.7853981633974483,clean,kahan,3,-1.212885320538182e-10,-1.5569309896326348e-10,3.440456690944527e-11,0.2209768264524247,589824
768,0,0.7853981633974483,clean,sequential,4,-1.4089943013742354e-10,-1.5569309896326348e-10,1.479366882583994e-11,0.0950181409731626,589824
768,0,0.7853981633974483,clean,kahan,4,-1.6022619255009832e-10,-1.5569309896326348e-10,4.533093586834837e-12,0.029115571704976,589824
768,0,0.7853981633974483,clean,sequential,5,-2.0883433182553666e-10,-1.5569309896326348e-10,5.31412328622732e-11,0.3413204131469701,589824
768,0,0.7853981633974483,clean,kahan,5,-2.06333221395661e-10,-1.5569309896326348e-10,5.0640122432397516e-11,0.3252560503297985,589824
768,0,0.7853981633974483,clean,sequential,6,-1.0842480874264614e-10,-1.5569309896326348e-10,4.726829022061735e-11,0.3035991353205097,589824
768,0,0.7853981633974483,clean,kahan,6,-1.2115773456746701e-10,-1.5569309896326348e-10,3.453536439579649e-11,0.2218169246149135,589824
768,0,0.7853981633974483,clean,sequential,7,-1.3063597831314904e-10,-1.5569309896326348e-10,2.5057120650114437e-11,0.1609391862386064,589824
768,0,0.7853981633974483,clean,kahan,7,-1.3586557284834314e-10,-1.5569309896326348e-10,1.9827526114920336e-11,0.1273500639845234,589824
768,0,0.7853981633974483,clean,sequential,8,-1.8228476949371252e-10,-1.5569309896326348e-10,2.6591670530449058e-11,0.1707954347849643,589824
768,0,0.7853981633974483,clean,kahan,8,-1.9194815070004988e-10,-1.5569309896326348e-10,3.62550517367864e-11,0.2328622911240333,589824
768,0,0.7853981633974483,clean,sequential,9,-1.6960146971935726e-10,-1.5569309896326348e-10,1.390837075609378e-11,0.0893319668547128,589824
768,0,0.7853981633974483,clean,kahan,9,-1.8597237435127002e-10,-1.5569309896326348e-10,3.0279275388006514e-11,0.194480523476195,589824
768,0,0.7853981633974483,jackson,sequential,0,0.3535295718198779,0.3535295717459925,7.38853977999554e-11,2.0899354312866738e-10,589824
768,0,0.7853981633974483,jackson,kahan,0,0.3535295718207654,0.3535295717459925,7.477296559699198e-11,2.115041330989862e-10,589824
768,0,0.7853981633974483,jackson,sequential,1,0.3535295717405744,0.3535295717459925,5.418054893624458e-12,1.532560590862616e-11,589824
768,0,0.7853981633974483,jackson,kahan,1,0.353529571740701,0.3535295717459925,5.29148946881719e-12,1.4967600709281182e-11,589824
768,0,0.7853981633974483,jackson,sequential,2,0.3535295718109693,0.3535295717459925,6.497685722806068e-11,1.8379468768950934e-10,589824
768,0,0.7853981633974483,jackson,kahan,2,0.3535295718102608,0.3535295717459925,6.426836840489614e-11,1.8179064367229886e-10,589824
768,0,0.7853981633974483,jackson,sequential,3,0.3535295717764549,0.3535295717459925,3.046246588311874e-11,8.616666982813454e-11,589824
768,0,0.7853981633974483,jackson,kahan,3,0.3535295717749747,0.3535295717459925,2.898226103553725e-11,8.197973621386535e-11,589824
768,0,0.7853981633974483,jackson,sequential,4,0.3535295717433412,0.3535295717459925,2.651268093956105e-12,7.499423827155866e-12,589824
768,0,0.7853981633974483,jackson,kahan,4,0.3535295717435894,0.3535295717459925,2.40302222564992e-12,6.797231173002037e-12,589824
768,0,0.7853981633974483,jackson,sequential,5,0.3535295716975207,0.3535295717459925,4.8471782143622016e-11,1.371081403579119e-10,589824
768,0,0.7853981633974483,jackson,kahan,5,0.3535295716972549,0.3535295717459925,4.873756953571728e-11,1.3785995127653636e-10,589824
768,0,0.7853981633974483,jackson,sequential,6,0.3535295717738271,0.3535295717459925,2.7834679006133456e-11,7.873366538664663e-11,589824
768,0,0.7853981633974483,jackson,kahan,6,0.3535295717742693,0.3535295717459925,2.8276880836841656e-11,7.998448530681422e-11,589824
768,0,0.7853981633974483,jackson,sequential,7,0.3535295717754213,0.3535295717459925,2.942884824719272e-11,8.324296070015058e-11,589824
768,0,0.7853981633974483,jackson,kahan,7,0.3535295717737997,0.3535295717459925,2.7807200986273983e-11,7.865594057363095e-11,589824
768,0,0.7853981633974483,jackson,sequential,8,0.3535295717044732,0.3535295717459925,4.1519288007663135e-11,1.1744219246670074e-10,589824
768,0,0.7853981633974483,jackson,kahan,8,0.3535295717048175,0.3535295717459925,4.1174952336575637e-11,1.164681984967284e-10,589824
768,0,0.7853981633974483,jackson,sequential,9,0.3535295717251612,0.3535295717459925,2.0831281144495503e-11,5.892373031657609e-11,589824
768,0,0.7853981633974483,jackson,kahan,9,0.3535295717249049,0.3535295717459925,2.1087576129730223e-11,5.964869084524969e-11,589824
768,0,0.7853981633974483,lorentz,sequential,0,0.3535181297005313,0.3535181296264547,7.407663371594708e-11,2.0954125830610227e-10,589824
768,0,0.7853981633974483,lorentz,kahan,0,0.3535181297000574,0.3535181296264547,7.360279052903707e-11,2.0820089370468647e-10,589824
768,0,0.7853981633974483,lorentz,sequential,1,0.3535181296193018,0.3535181296264547,7.152833880752496e-12,2.0233287295083127e-11,589824
768,0,0.7853981633974483,lorentz,kahan,1,0.353518129619658,0.3535181296264547,6.7966188233015146e-12,1.922565847042461e-11,589824
768,0,0.7853981633974483,lorentz,sequential,2,0.3535181296897421,0.3535181296264547,6.328748636263981e-11,1.7902189748942322e-10,589824
768,0,0.7853981633974483,lorentz,kahan,2,0.3535181296893286,0.3535181296264547,6.287392828596694e-11,1.7785206193640687e-10,589824
768,0,0.7853981633974483,lorentz,sequential,3,0.353518129655116,0.3535181296264547,2.866129555911812e-11,8.107447159613313e-11,589824
768,0,0.7853981633974483,lorentz,kahan,3,0.3535181296551555,0.3535181296264547,2.870081949879477e-11,8.11862733295221e-11,589824
768,0,0.7853981633974483,lorentz,sequential,4,0.3535181296221767,0.3535181296264547,4.277966869636885e-12,1.2101124415195348e-11,589824
768,0,0.7853981633974483,lorentz,kahan,4,0.3535181296215567,0.3535181296264547,4.897915406587572e-12,1.3854778570374762e-11,589824
768,0,0.7853981633974483,lorentz,sequential,5,0.3535181295745183,0.3535181296264547,5.1936399625418517e-11,1.469129735448e-10,589824
768,0,0.7853981633974483,lorentz,kahan,5,0.3535181295746062,0.3535181296264547,5.1848414450716967e-11,1.4666408906808442e-10,589824
768,0,0.7853981633974483,lorentz,sequential,6,0.3535181296555501,0.3535181296264547,2.9095448272897784e-11,8.230256338944064e-11,589824
768,0,0.7853981633974483,lorentz,kahan,6,0.3535181296550837,0.3535181296264547,2.8629043580252755e-11,8.098324012548852e-11,589824
768,0,0.7853981633974483,lorentz,sequential,7,0.3535181296552827,0.3535181296264547,2.882805105741681e-11,8.154617441509436e-11,589824
768,0,0.7853981633974483,lorentz,kahan,7,0.3535181296553257,0.3535181296264547,2.887107219962104e-11,8.166786871758935e-11,589824
768,0,0.7853981633974483,lorentz,sequential,8,0.353518129584423,0.3535181296264547,4.2031655933527645e-11,1.1889533353760509e-10,589824
768,0,0.7853981633974483,lorentz,kahan,8,0.3535181295843536,0.3535181296264547,4.210110038371795e-11,1.1909177169556798e-10,589824
768,0,0.7853981633974483,lorentz,sequential,9,0.3535181296052167,0.3535181296264547,2.1237955838415698e-11,6.007600193194282e-11,589824
768,0,0.7853981633974483,lorentz,kahan,9,0.3535181296051667,0.3535181296264547,2.1287915874523836e-11,6.021732434774344e-11,589824
1024,0,0.7853981633974483,clean,sequential,0,-2.5064245023538363e-10,-3.1756719941032316e-10,6.692474917493958e-11,0.2107420076733656,1048576
1024,0,0.7853981633974483,clean,kahan,0,-2.4177487689309743e-10,-3.1756719941032316e-10,7.579232251722579e-11,0.2386654624846686,1048576
1024,0,0.7853981633974483,clean,sequential,1,-3.170126988002415e-10,-3.1756719941032316e-10,5.545006100817363e-13,0.0017460890517388,1048576
1024,0,0.7853981633974483,clean,kahan,1,-3.28608756247846e-10,-3.1756719941032316e-10,1.1041556837522789e-11,0.0347691980091942,1048576
1024,0,0.7853981633974483,clean,sequential,2,-3.4765400389771797e-10,-3.1756719941032316e-10,3.008680448739476e-11,0.0947415367306876,1048576
1024,0,0.7853981633974483,clean,kahan,2,-3.547025878364576e-10,-3.1756719941032316e-10,3.713538842613444e-11,0.1169371033755675,1048576
1024,0,0.7853981633974483,clean,sequential,3,-3.5100278240580725e-10,-3.1756719941032316e-10,3.343558299548409e-11,0.1052866387258167,1048576
1024,0,0.7853981633974483,clean,kahan,3,-3.663505054982264e-10,-3.1756719941032316e-10,4.8783306087903134e-11,0.1536156951299968,1048576
1024,0,0.7853981633974483,clean,sequential,4,-2.839015579389442e-10,-3.1756719941032316e-10,3.3665641471378956e-11,0.1060110790216723,1048576
1024,0,0.7853981633974483,clean,kahan,4,-3.0015877573313545e-10,-3.1756719941032316e-10,1.7408423677187715e-11,0.0548180785342839,1048576
1024,0,0.7853981633974483,clean,sequential,5,-3.711288657753739e-10,-3.1756719941032316e-10,5.3561666365050656e-11,0.168662464084789,1048576
1024,0,0.7853981633974483,clean,kahan,5,-3.8863663878450254e-10,-3.1756719941032316e-10,7.106943937417943e-11,0.223793387686591,1048576
1024,0,0.7853981633974483,clean,sequential,6,-2.616632673992753e-10,-3.1756719941032316e-10,5.5903932011047925e-11,0.1760381176483387,1048576
1024,0,0.7853981633974483,clean,kahan,6,-2.637096304782645e-10,-3.1756719941032316e-10,5.385756893205874e-11,0.1695942434611147,1048576
1024,0,0.7853981633974483,clean,sequential,7,-3.7478479769724814e-10,-3.1756719941032316e-10,5.7217598286924915e-11,0.180174773695677,1048576
1024,0,0.7853981633974483,clean,kahan,7,-3.9467999429853006e-10,-3.1756719941032316e-10,7.711279488820685e-11,0.2428235505159042,1048576
1024,0,0.7853981633974483,clean,sequential,8,-3.4821555510060627e-10,-3.1756719941032316e-10,3.0648355690283106e-11,0.0965098276748754,1048576
1024,0,0.7853981633974483,clean,kahan,8,-3.5617363374111965e-10,-3.1756719941032316e-10,3.8606434330796486e-11,0.1215693384029682,1048576
1024,0,0.7853981633974483,clean,sequential,9,-2.0040431113292003e-10,-3.1756719941032316e-10,1.1716288827740319e-10,0.3689388844155123,1048576
1024,0,0.7853981633974483,clean,kahan,9,-2.1722996311571936e-10,-3.1756719941032316e-10,1.0033723629460383e-10,0.3159559188761172,1048576
1024,0,0.7853981633974483,jackson,sequential,0,0.3535400143473283,0.3535400142900946,5.723366225396376e-11,1.6188736759794636e-10,1048576
1024,0,0.7853981633974483,jackson,kahan,0,0.3535400143483683,0.3535400142900946,5.827371918343259e-11,1.648292041296817e-10,1048576
1024,0,0.7853981633974483,jackson,sequential,1,0.353540014293894,0.3535400142900946,3.799405234872211e-12,1.0746747415568742e-11,1048576
1024,0,0.7853981633974483,jackson,kahan,1,0.3535400142933714,0.3535400142900946,3.2768232571811495e-12,9.268606451128264e-12,1048576
1024,0,0.7853981633974483,jackson,sequential,2,0.3535400142480926,0.3535400142900946,4.2002012978770153e-11,1.1880412762642962e-10,1048576
1024,0,0.7853981633974483,jackson,kahan,2,0.3535400142492059,0.3535400142900946,4.088873684082728e-11,1.1565518806387876e-10,1048576
1024,0,0.7853981633974483,jackson,sequential,3,0.3535400142523037,0.3535400142900946,3.7790937046366935e-11,1.0689295558877775e-10,1048576
1024,0,0.7853981633974483,jackson,kahan,3,0.3535400142514866,0.3535400142900946,3.860800568133982e-11,1.0920406211688476e-10,1048576
1024,0,0.7853981633974483,jackson,sequential,4,0.3535400142888991,0.3535400142900946,1.1954881529163686e-12,3.3814790535574838e-12,1048576
1024,0,0.7853981633974483,jackson,kahan,4,0.3535400142886233,0.3535400142900946,1.4712675522332574e-12,4.161530499418998e-12,1048576
1024,0,0.7853981633974483,jackson,sequential,5,0.3535400142286369,0.3535400142900946,6.145772779575509e-11,1.7383528118920764e-10,1048576
1024,0,0.7853981633974483,jackson,kahan,5,0.3535400142300365,0.3535400142900946,6.005806962861016e-11,1.6987630028019954e-10,1048576
1024,0,0.7853981633974483,jackson,sequential,6,0.3535400143442176,0.3535400142900946,5.4122983872417756e-11,1.5308870759960867e-10,1048576
1024,0,0.7853981633974483,jackson,kahan,6,0.3535400143459496,0.3535400142900946,5.585504281313547e-11,1.5798789544457062e-10,1048576
1024,0,0.7853981633974483,jackson,sequential,7,0.3535400142114832,0.3535400142900946,7.861139517117977e-11,2.2235501497342751e-10,1048576
1024,0,0.7853981633974483,jackson,kahan,7,0.3535400142117457,0.3535400142900946,7.834893844815838e-11,2.2161264717229359e-10,1048576
1024,0,0.7853981633974483,jackson,sequential,8,0.3535400142646064,0.3535400142900946,2.5488222643588188e-11,7.209430789543956e-11,1048576
1024,0,0.7853981633974483,jackson,kahan,8,0.3535400142642268,0.3535400142900946,2.586780789570753e-11,7.316797773980371e-11,1048576
1024,0,0.7853981633974483,jackson,sequential,9,0.3535400143851089,0.3535400142900946,9.501427422620168e-11,2.6875111836206017e-10,1048576
1024,0,0.7853981633974483,jackson,kahan,9,0.353540014385353,0.3535400142900946,9.525841226931675e-11,2.6944167115169365e-10,1048576
1024,0,0.7853981633974483,lorentz,sequential,0,0.353533500605624,0.3535335005466023,5.902167643512257e-11,1.6694790265666042e-10,1048576
1024,0,0.7853981633974483,lorentz,kahan,0,0.3535335006049548,0.3535335005466023,5.835254501818099e-11,1.650552067285319e-10,1048576
1024,0,0.7853981633974483,lorentz,sequential,1,0.3535335005505155,0.3535335005466023,3.913203094896289e-12,1.106883248361482e-11,1048576
1024,0,0.7853981633974483,lorentz,kahan,1,0.3535335005511285,0.3535335005466023,4.526157226791838e-12,1.2802626115471077e-11,1048576
1024,0,0.7853981633974483,lorentz,sequential,2,0.3535335005036275,0.3535335005466023,4.297484590409795e-11,1.2155805839518468e-10,1048576
1024,0,0.7853981633974483,lorentz,kahan,2,0.3535335005034581,0.3535335005466023,4.314421042650452e-11,1.2203712055519134e-10,1048576
1024,0,0.7853981633974483,lorentz,sequential,3,0.3535335005071431,0.3535335005466023,3.9459213674319926e-11,1.1161378939566283e-10,1048576
